time,row,col,demand
405,5,2,7
515,5,0,0
56,0,1,12
456,3,1,0
686,4,6,0
316,7,2,51
582,5,5,27
529,0,3,40
116,6,4,0
22,5,2,5
539,7,7,0
57,7,4,3
514,2,5,9
59,7,6,9
343,3,2,0
450,3,3,33
374,4,7,50
713,0,5,22
35,5,1,0
384,6,5,30
352,1,5,114
345,2,3,0
125,4,5,13
295,4,3,211
483,6,1,0
287,5,0,0
467,7,7,0
153,0,0,7
23,3,2,11
367,5,6,0
400,2,0,0
596,7,1,0
564,4,7,16
446,2,7,33
119,4,0,4
550,6,6,40
221,2,1,0
267,4,4,38
304,4,2,0
77,0,7,0
651,2,1,0
98,7,5,17
93,3,6,123
602,4,7,185
572,4,5,142
235,2,2,13
611,2,4,11
300,0,3,79
58,3,2,24
228,0,7,8
299,4,2,0
498,0,1,14
697,7,2,0
585,3,3,0
171,3,3,0
446,7,4,0
576,3,4,159
432,1,4,53
335,2,3,93
210,3,7,45
318,5,2,10
470,7,3,8
499,3,5,181
710,2,0,0
478,3,3,77
690,1,7,0
84,1,7,148
446,5,5,20
288,4,6,30
433,7,0,0
485,4,0,0
362,5,2,17
79,3,1,0
285,5,7,56
721,2,4,259
392,1,5,0
470,4,6,34
716,0,2,69
93,6,5,26
670,4,3,223
271,7,7,0
712,3,1,0
650,5,6,90
379,6,7,35
49,3,2,21
366,7,1,0
708,1,0,0
394,0,3,0
421,6,1,0
366,6,6,0
711,7,5,0
496,3,3,28
454,3,7,58
411,5,0,0
343,4,0,0
36,0,1,9
65,6,3,0
607,4,7,18
41,1,0,3
551,5,1,0
51,7,4,0
125,6,0,0
115,2,1,0
325,3,5,46
570,3,4,277
87,7,7,28
469,3,4,82
113,6,7,13
268,0,2,29
723,4,1,82
489,1,3,0
362,3,5,255
136,5,1,0
719,3,5,268
359,4,0,0
24,0,0,11
34,7,1,0
275,3,2,0
469,7,6,0
596,1,4,71
675,2,1,0
421,4,3,24
140,6,1,0
506,2,3,85
330,3,4,87
560,3,4,10
178,6,1,0
201,7,6,5
383,3,5,727
188,3,7,31
293,5,0,0
304,7,0,0
348,4,3,17
452,2,1,13
34,5,6,6
211,3,7,504
64,2,1,3
59,4,5,79
495,5,6,8
708,5,7,22
251,1,1,9
98,3,5,27
530,4,2,0
278,7,0,0
313,1,5,16
317,3,7,36
687,7,5,0
183,3,2,4
320,0,4,0
125,1,6,0
395,7,3,0
586,5,3,0
568,4,0,0
279,1,4,5
544,3,5,160
301,7,6,92
239,2,0,26
333,7,6,6
318,1,1,0
405,7,7,7
510,4,2,15
293,0,7,0
603,6,7,0
547,7,0,0
465,0,6,0
499,7,4,8
119,4,6,20
272,1,6,5
76,2,6,4
222,7,4,0
522,1,1,0
709,5,0,0
218,4,0,0
438,0,2,33
415,2,3,12
23,7,7,5
498,4,5,131
569,1,4,68
101,3,5,6
317,4,7,16
123,4,7,0
664,7,5,0
92,7,2,0
246,6,3,5
549,0,2,25
41,5,4,190
518,3,1,0
313,6,5,10
719,7,3,0
231,3,3,8
81,4,0,0
17,5,6,194
50,0,3,6
366,1,1,0
591,1,2,98
355,7,3,0
82,7,2,0
151,3,4,0
384,3,0,0
271,0,1,0
85,1,4,180
675,4,2,12
113,5,1,0
236,6,2,0
503,3,7,36
652,1,2,71
414,7,3,7
290,7,7,0
531,4,4,65
445,3,4,58
222,7,5,0
147,3,6,30
406,6,4,0
158,5,5,172
201,7,3,0
603,2,2,92
378,0,4,68
612,7,5,11
467,3,3,8
417,4,3,0
71,1,5,87
565,2,1,0
507,1,2,29
425,5,4,31
121,5,1,4
300,5,0,0
257,1,2,72
605,4,2,11
668,2,6,427
52,6,0,0
30,0,3,0
113,1,2,20
579,6,1,0
508,0,4,76
111,0,7,27
260,3,3,58
634,3,5,0
159,7,1,0
437,0,6,45
457,4,1,13
505,3,4,23
348,4,5,10
643,6,0,0
497,4,2,0
75,3,0,0
449,3,1,25
375,7,7,22
167,2,0,0
503,3,5,819
243,7,2,5
94,1,4,28
133,6,1,0
15,5,6,46
508,4,6,38
707,3,0,0
308,7,0,0
562,7,5,0
508,0,1,0
653,4,0,0
692,4,3,0
154,1,0,0
146,7,6,7
166,0,3,87
644,3,4,37
39,6,2,3
398,7,5,0
45,5,1,0
47,3,7,23
130,6,4,7
207,0,3,93
234,4,6,0
130,4,4,87
601,6,1,28
632,0,2,19
712,5,5,0
562,1,6,0
12,1,7,114
633,2,4,11
299,4,7,6
565,3,4,74
556,0,5,58
148,2,4,4
592,5,6,71
104,4,0,0
192,6,6,0
359,7,5,6
159,5,7,18
424,1,3,94
263,6,4,17
541,6,0,0
317,0,4,10
565,1,5,68
540,6,5,9
178,3,7,0
332,7,3,10
296,2,6,0
371,6,1,0
518,2,1,0
509,7,6,15
154,1,3,114
376,1,0,7
723,2,7,141
374,4,4,92
536,0,4,15
483,2,4,14
55,2,7,6
477,5,5,249
647,0,2,157
315,1,1,20
671,1,4,31
241,1,7,44
274,6,3,0
691,3,2,0
441,7,2,0
457,1,2,27
224,0,3,5
569,4,3,94
236,6,3,13
534,7,2,0
451,2,5,152
89,5,7,114
675,6,6,12
293,0,3,25
461,6,6,0
329,0,3,57
99,2,4,10
363,6,6,0
234,3,6,26
342,1,5,27
721,7,6,14
190,5,3,15
703,6,1,0
257,5,2,0
286,5,4,9
700,6,1,0
693,7,2,0
717,3,0,0
52,6,1,0
227,1,3,5
504,2,0,9
535,2,5,0
208,6,6,0
224,1,6,0
509,5,4,29
28,6,4,0
225,0,4,16
89,6,1,0
456,5,7,103
651,6,5,82
396,3,7,0
189,1,6,24
598,7,6,27
278,3,0,0
276,4,5,32
543,1,2,129
91,5,6,411
670,6,6,204
238,5,6,8
323,2,0,0
329,7,1,0
156,3,4,117
705,4,5,134
440,3,6,58
637,3,7,19
666,3,6,470
115,6,4,23
594,1,7,186
202,6,1,0
601,2,2,110
236,7,2,0
361,6,2,7
50,1,3,19
605,5,2,0
557,3,1,0
594,5,0,0
92,1,7,132
728,4,2,0
545,2,3,111
568,0,6,210
159,7,5,4
224,3,5,5
530,6,4,25
5,2,2,0
276,3,6,14
142,7,2,0
86,7,0,0
422,1,6,63
656,0,0,0
216,4,5,85
325,7,0,0
520,7,5,9
54,2,4,3
471,7,6,27
559,1,6,0
296,4,2,0
534,2,5,15
557,0,0,10
674,2,7,173
355,7,4,6
546,0,3,175
127,5,1,0
304,0,1,6
190,1,3,69
634,7,3,0
612,7,6,28
556,3,1,10
509,0,2,9
104,2,4,10
189,2,6,72
424,4,6,51
594,2,2,44
255,1,3,72
462,5,7,13
303,0,2,58
8,4,1,0
499,0,4,64
514,1,5,0
649,0,3,122
205,3,6,36
322,2,3,0
323,6,0,0
491,3,0,0
357,4,0,17
53,3,7,0
695,5,1,0
107,7,2,0
461,0,3,34
666,5,2,0
604,3,1,28
619,6,0,0
280,5,4,14
250,4,1,5
314,1,4,0
604,4,7,64
642,4,7,67
574,2,1,10
307,0,2,43
531,4,7,49
487,4,7,8
475,7,4,13
265,4,5,41
394,0,4,7
713,5,1,0
110,0,3,56
403,6,0,0
519,6,6,0
79,0,1,0
328,6,5,32
176,5,3,0
710,2,6,13
68,4,1,36
305,7,3,0
46,2,6,247
300,4,1,6
621,2,6,64
409,0,5,426
409,2,5,532
506,4,0,0
518,1,3,152
707,5,1,13
679,5,7,0
560,2,6,0
390,1,0,0
122,1,7,21
292,6,6,19
169,6,4,4
332,5,1,6
708,2,6,91
591,3,6,159
106,7,7,0
41,1,5,502
696,3,4,350
613,7,5,0
306,1,7,43
328,5,4,26
252,2,5,58
646,2,0,0
668,1,3,141
120,3,6,42
474,0,0,21
31,2,5,6
625,6,4,127
315,5,7,20
406,6,0,0
341,0,5,71
403,3,2,7
395,0,0,0
483,6,5,14
479,1,7,111
55,0,1,0
79,3,6,4
389,6,3,0
692,6,2,0
541,5,4,15
505,1,7,91
259,3,1,0
5,5,6,0
140,4,6,1041
653,6,0,0
586,3,7,10
134,0,2,143
171,0,5,0
254,0,4,284
118,2,0,4
618,3,3,82
723,1,6,1983
535,3,7,0
495,2,2,72
477,2,6,276
639,7,1,0
276,5,2,0
484,3,0,0
298,0,5,0
530,1,5,190
437,7,0,0
200,4,1,12
597,3,2,34
329,7,2,32
642,5,2,0
23,3,4,0
188,6,1,0
378,1,5,153
435,3,7,53
727,7,0,0
74,4,7,12
266,4,1,29
597,1,5,166
230,6,6,0
168,3,0,0
193,0,4,20
302,4,6,68
329,2,7,51
269,5,3,0
684,0,5,21
33,0,1,14
533,2,2,15
389,5,6,11
175,7,2,0
585,2,0,0
699,6,6,147
334,0,2,42
598,7,5,10
681,2,7,0
693,1,2,107
591,5,0,0
364,1,0,0
59,2,6,244
299,5,4,9
154,0,0,4
537,4,6,0
626,5,4,67
160,7,4,110
533,3,4,71
553,5,7,26
589,7,2,0
407,7,3,0
446,1,2,33
642,5,0,0
71,3,6,94
333,1,4,93
496,0,0,14
639,4,1,37
165,3,6,732
446,0,0,40
423,5,4,55
453,5,3,8
289,4,5,83
111,0,2,13
571,3,3,94
327,1,4,83
160,2,2,293
240,7,6,0
587,7,7,0
231,4,0,0
488,1,1,0
234,3,0,0
161,7,1,0
586,2,3,27
279,3,2,14
308,6,6,0
683,6,0,0
452,5,1,13
605,2,7,92
472,7,6,21
534,2,1,0
417,7,0,0
140,5,1,0
459,0,3,111
348,5,2,0
318,4,2,0
261,2,6,62
269,1,7,0
265,4,2,0
480,3,7,72
192,5,3,0
238,4,7,29
731,2,6,222
339,6,6,10
547,3,0,0
640,4,3,60
701,4,0,0
299,6,0,0
465,4,6,0
274,1,3,9
521,5,2,15
410,4,3,149
446,0,6,25
360,5,1,0
147,1,1,0
456,0,6,56
354,3,1,6
24,7,7,3
532,6,0,0
481,2,7,45
503,3,3,95
72,0,4,26
35,2,7,226
97,2,7,37
535,0,2,9
673,1,2,41
428,6,4,7
257,3,2,31
491,4,3,0
282,1,0,0
664,4,7,20
457,0,0,21
705,1,4,78
649,0,2,31
246,0,3,0
399,5,0,0
71,1,0,0
351,6,5,33
1,2,6,5
552,0,7,293
359,1,5,486
123,2,4,17
283,1,4,18
713,4,2,0
428,1,4,43
221,6,6,5
720,3,0,14
568,7,1,0
365,3,6,107
550,4,0,9
360,0,6,930
109,5,6,6
498,3,2,45
141,7,6,11
240,2,6,36
44,3,2,9
590,0,6,54
231,2,7,34
256,4,7,44
281,5,6,18
72,0,5,38
506,0,1,9
498,3,0,14
387,6,0,0
450,7,7,20
156,4,7,110
48,4,0,0
288,2,1,0
551,1,5,488
570,6,0,0
348,7,2,0
558,1,2,0
636,5,3,0
69,3,1,3
688,0,1,0
450,1,2,53
620,7,6,28
583,3,7,10
635,2,7,0
107,6,7,0
138,0,3,105
423,4,2,0
89,4,2,0
125,6,5,0
261,1,4,27
456,1,4,56
372,3,5,17
149,6,5,0
422,6,6,12
28,5,0,0
261,0,4,58
327,5,1,0
166,7,3,7
270,5,5,0
279,3,5,23
384,5,1,18
249,0,4,22
378,5,5,68
725,7,3,36
640,7,4,0
306,7,5,6
620,6,6,46
560,0,3,10
689,0,4,0
572,0,3,219
485,5,6,14
204,2,1,0
152,1,3,91
675,6,0,0
89,2,1,32
596,6,6,237
267,2,1,0
719,0,3,350
695,3,0,0
91,4,5,95
650,0,7,71
26,1,0,0
62,5,0,0
60,2,3,139
469,3,7,34
51,0,3,9
39,7,6,46
419,3,6,12
701,2,7,169
670,2,6,1102
685,1,2,280
615,4,5,64
390,2,2,41
312,6,6,10
723,5,0,0
107,1,1,0
4,6,5,5
268,7,4,9
322,4,0,0
310,7,2,0
216,4,7,16
351,7,3,0
536,4,2,0
568,7,4,52
195,0,7,33
653,3,4,39
294,3,4,9
52,3,4,0
85,0,4,158
140,4,3,163
479,6,1,0
201,0,6,0
727,2,6,3540
52,4,4,3
47,1,0,0
389,3,4,89
195,2,4,16
487,2,3,14
263,0,1,0
160,7,2,0
135,1,1,4
38,7,7,20
243,2,6,17
548,3,5,335
22,2,0,0
99,4,3,40
723,4,5,1076
636,4,3,11
352,2,4,81
703,2,5,527
248,1,5,0
56,4,5,54
507,5,1,0
15,7,7,3
256,4,2,0
705,4,6,112
471,1,4,96
343,4,5,0
606,0,3,57
294,5,3,0
265,6,6,9
564,7,2,0
582,7,2,0
369,3,6,0
544,3,7,55
454,4,4,53
120,5,1,7
395,7,0,0
578,5,0,0
114,0,0,13
721,4,6,472
579,4,0,0
178,1,0,0
550,4,7,144
200,4,3,0
184,1,7,19
88,1,0,0
6,7,7,0
495,6,5,22
275,1,1,0
319,4,4,6
207,7,5,5
680,1,7,12
100,0,7,4
42,7,5,3
523,2,6,252
78,0,6,12
611,6,7,0
105,0,1,4
611,4,4,36
542,0,1,0
334,1,3,148
597,6,3,10
202,4,1,5
292,0,3,15
355,1,1,33
443,2,3,0
283,4,7,32
550,4,5,295
694,6,7,12
184,4,3,31
725,4,2,0
52,3,0,0
296,5,3,0
356,2,1,0
428,3,0,0
502,4,0,0
531,1,3,65
51,5,5,6
579,6,7,17
274,5,4,0
342,3,6,17
395,0,3,0
592,1,1,34
651,2,2,39
721,3,7,95
2,7,2,0
368,3,7,0
357,7,3,6
137,2,5,432
668,6,6,51
584,1,6,0
670,6,1,0
256,4,5,39
193,5,2,12
718,3,3,112
666,3,2,20
266,3,6,32
729,6,6,45
125,7,5,0
375,4,3,68
368,4,6,7
44,1,1,3
67,6,6,244
450,6,7,20
247,1,1,0
280,4,4,9
595,6,0,0
259,1,6,31
337,3,1,0
374,4,0,0
304,3,7,68
704,4,2,0
228,7,3,0
418,7,4,0
690,7,4,0
672,6,6,0
60,1,0,0
99,0,0,10
680,5,6,0
610,0,1,0
527,0,6,471
340,0,0,6
326,0,6,83
490,1,5,0
547,5,7,80
272,7,3,0
629,6,3,0
344,0,2,0
65,0,4,154
275,6,4,0
225,0,2,5
116,1,4,10
596,6,5,78
365,0,7,35
547,3,2,31
39,6,5,57
20,7,0,0
274,6,0,0
432,6,7,40
594,5,1,0
221,1,0,0
551,3,4,135
188,3,5,27
488,5,7,0
154,4,5,110
567,2,3,84
290,0,3,0
662,4,7,184
534,5,2,0
530,2,3,129
236,2,0,5
14,3,1,19
527,0,3,123
297,0,4,0
385,4,5,142
50,4,7,3
365,2,0,0
94,3,1,12
175,3,5,0
23,1,5,22
207,6,4,20
169,4,3,46
246,1,5,5
715,4,5,393
721,5,6,104
593,4,2,0
586,6,3,0
554,4,1,0
34,6,2,0
569,3,0,10
510,1,3,76
38,4,5,66
629,5,4,37
362,0,4,103
554,1,3,84
481,4,1,8
377,6,4,68
715,6,3,0
691,2,0,0
616,0,0,11
1,0,1,0
331,7,5,0
247,4,1,0
689,5,5,0
503,1,6,607
644,0,7,30
3,4,3,3
324,5,5,32
674,1,1,0
217,0,1,5
178,3,5,15
149,7,1,0
727,4,6,2242
26,4,3,49
584,1,4,0
458,2,6,69
277,7,7,5
582,1,3,34
375,3,7,96
321,6,0,0
700,6,7,43
345,3,3,0
263,2,5,89
322,3,0,0
640,5,5,19
506,3,6,137
648,0,1,20
336,5,7,64
631,7,0,0
721,2,7,82
102,0,6,0
354,0,3,129
250,6,5,17
589,6,2,0
706,2,2,0
66,5,7,267
305,1,4,9
100,6,0,0
715,6,0,0
632,1,4,0
482,4,0,0
208,0,3,45
509,2,4,85
1,4,6,0
200,3,7,0
222,5,3,5
720,4,2,0
693,5,4,33
93,7,3,6
433,4,3,91
90,4,6,209
580,4,0,0
80,7,4,0
658,4,5,0
557,1,4,16
453,6,1,0
96,1,1,0
536,0,2,0
725,3,0,0
235,3,0,13
651,5,3,20
583,7,7,0
325,0,4,42
635,2,6,11
705,4,3,35
197,3,0,0
486,7,1,0
590,0,7,88
419,0,5,0
356,3,5,237
482,0,6,203
147,4,6,4
415,5,3,19
414,2,3,0
253,0,5,14
580,5,4,78
33,7,7,46
392,2,5,7
248,6,0,0
449,3,2,20
425,0,7,137
613,1,0,0
4,2,3,0
626,3,2,0
166,6,5,30
614,5,3,0
18,2,4,74
568,3,7,52
407,1,1,23
720,5,1,0
471,4,6,34
65,2,3,145
344,7,1,0
506,2,0,0
565,7,7,26
514,4,6,9
662,3,6,204
234,4,7,47
20,7,2,0
114,7,4,6
102,1,5,6
386,3,4,108
33,0,5,143
662,1,1,0
707,7,4,13
159,4,2,4
690,1,2,0
298,0,0,0
278,4,5,32
369,5,6,0
29,1,6,0
558,4,3,135
594,7,4,0
173,3,4,7
32,0,6,20
730,7,3,14
117,6,3,4
276,2,2,5
215,0,7,73
671,3,3,102
130,4,6,11
664,4,2,0
519,7,5,0
537,3,3,0
440,1,0,0
13,5,1,0
14,6,7,46
545,0,5,71
478,5,5,159
54,6,0,0
260,3,6,231
47,3,1,6
382,0,2,28
459,4,0,8
210,5,3,8
319,2,0,0
339,4,5,64
43,6,1,11
473,3,5,117
497,2,7,95
202,3,6,8
30,3,3,11
646,6,2,0
467,0,0,0
276,4,3,56
680,3,7,0
593,7,5,17
665,5,5,71
698,7,6,35
57,1,1,530
77,5,0,0
381,4,5,124
229,3,5,8
158,3,1,4
679,5,5,0
425,7,1,0
156,1,4,11
162,0,5,238
553,7,4,0
309,4,7,43
457,5,4,48
538,0,2,0
13,6,2,0
328,6,4,0
9,6,4,77
446,5,2,8
55,4,4,3
185,1,0,0
584,5,3,0
543,1,3,249
370,1,2,0
627,3,0,0
284,4,6,47
164,1,5,922
726,7,0,0
591,4,5,88
628,1,6,37
223,6,4,0
617,7,5,28
59,3,5,105
241,5,7,14
683,1,5,12
2,1,6,0
456,2,6,111
694,5,2,54
454,4,3,45
492,0,6,28
306,5,1,6
545,0,2,104
299,0,4,0
214,4,1,0
651,6,3,0
133,0,7,94
358,2,2,48
444,0,4,8
144,2,4,25
658,2,7,20
617,0,4,18
687,2,1,0
506,2,5,214
571,3,1,10
95,2,0,0
198,4,6,0
103,6,0,0
127,1,2,4
177,7,0,0
406,4,7,30
616,2,4,75
374,2,5,85
343,7,4,0
695,1,4,128
654,6,6,0
417,7,5,0
94,7,4,4
6,0,2,0
364,2,2,22
595,2,3,115
233,5,4,26
485,3,3,14
531,0,1,0
630,2,4,49
311,6,5,0
141,4,0,0
610,6,4,0
60,1,2,85
692,3,1,0
251,5,6,39
466,5,4,0
499,3,7,36
99,1,3,6
304,5,7,9
360,4,3,79
3,2,1,0
608,4,0,0
104,7,7,0
200,3,0,0
574,0,7,352
345,4,1,0
516,6,7,9
42,5,4,46
464,3,5,34
450,2,5,66
290,3,3,0
88,1,6,322
571,5,0,0
531,0,4,80
684,6,1,0
137,7,7,11
534,6,7,0
730,3,6,399
175,1,5,0
481,0,6,226
426,0,5,70
57,2,1,0
580,7,7,17
667,1,4,82
4,2,4,3
336,7,6,17
253,2,5,72
710,1,6,13
619,2,1,64
722,2,1,0
587,7,6,10
234,2,1,8
358,0,5,605
286,2,2,29
439,2,1,0
545,6,1,0
134,5,0,0
31,0,5,3
692,5,3,0
626,4,0,0
7,7,6,22
203,5,3,0
551,4,5,639
503,0,0,8
332,4,2,0
362,3,2,17
131,0,5,94
141,2,4,39
221,1,2,0
384,5,3,48
305,2,4,79
181,5,2,0
377,7,0,0
371,1,4,0
427,5,6,87
377,0,6,220
649,0,1,20
605,0,6,82
412,0,7,63
53,2,2,3
186,5,7,15
676,0,5,86
580,0,3,115
259,4,0,0
706,2,1,13
554,1,4,74
383,6,7,22
201,3,6,0
351,4,3,37
526,3,7,190
70,5,7,24
247,1,2,0
553,7,0,0
472,7,7,0
521,7,6,9
322,4,1,0
666,7,5,122
574,7,2,0
549,5,0,0
725,0,0,95
422,3,0,0
385,3,0,11
636,0,1,19
48,7,7,0
526,0,5,243
640,1,3,11
534,6,2,0
65,7,6,49
686,3,1,0
259,3,5,84
423,5,3,7
143,5,2,13
399,3,0,0
458,3,0,0
12,2,1,0
708,6,7,13
193,7,0,5
282,0,7,32
586,1,3,10
376,7,4,0
28,7,7,0
547,4,1,15
524,6,1,15
722,1,0,0
457,2,2,27
165,6,4,7
729,1,7,318
413,2,7,31
132,1,7,74
152,3,4,23
483,3,4,36
665,6,2,0
582,3,5,71
448,3,7,58
724,5,6,309
344,7,4,0
174,7,6,12
183,7,0,0
173,1,1,4
152,2,3,11
629,1,5,60
621,4,4,103
2,3,1,0
218,5,7,21
668,6,2,0
353,2,2,17
603,7,6,36
367,2,7,7
346,0,4,0
147,2,2,0
531,6,0,0
705,6,5,13
261,2,7,62
496,4,1,14
33,5,7,158
278,1,7,23
340,2,3,48
726,4,1,141
683,3,6,0
695,4,6,148
81,3,4,73
211,5,1,0
681,1,4,0
271,5,2,0
126,5,2,0
341,1,5,17
206,1,7,40
255,6,4,5
615,1,3,82
54,0,5,6
544,4,0,0
400,1,5,190
572,2,6,410
622,0,6,82
211,1,5,182
26,3,1,0
11,2,5,263
63,1,1,15
586,3,3,0
379,4,4,50
728,6,6,200
672,3,3,140
381,7,3,7
468,4,6,34
663,6,7,20
83,6,0,0
155,4,3,7
496,7,5,14
499,7,6,8
579,0,0,0
377,5,6,35
689,7,6,0
619,3,3,121
451,1,3,152
396,7,2,0
1,0,0,0
486,6,6,8
96,2,6,40
249,1,6,14
11,3,3,77
520,1,7,105
118,1,4,13
241,7,3,0
89,6,7,22
555,2,5,158
364,2,6,103
585,5,4,17
379,1,4,153
649,7,5,31
97,0,1,4
361,7,5,0
708,0,5,35
138,2,6,1063
539,5,1,9
107,6,2,0
84,3,2,57
139,3,4,56
640,3,1,0
225,2,2,0
164,7,4,4
487,1,2,0
691,6,0,0
660,3,4,20
570,4,4,68
231,0,0,13
714,2,2,91
362,1,1,7
644,6,3,19
662,5,1,82
511,7,6,38
592,4,6,88
376,1,7,57
721,4,5,222
447,1,1,0
122,0,3,4
349,3,3,81
320,2,2,0
384,6,6,23
578,1,7,105
176,1,2,0
231,3,7,21
442,5,2,0
57,1,7,388
322,3,4,0
528,5,3,9
452,3,6,106
469,0,5,27
514,3,7,0
674,7,4,12
93,1,2,259
106,3,1,0
268,1,7,29
472,6,1,0
116,4,7,56
464,0,7,13
505,4,5,167
432,4,2,0
587,1,2,0
194,1,4,5
222,1,1,0
124,2,5,11
650,6,6,0
607,3,7,18
588,4,4,34
76,3,6,4
697,0,0,35
316,5,5,26
269,6,5,0
328,5,5,83
513,4,2,0
380,2,6,284
321,4,5,10
613,0,6,0
139,6,4,13
399,6,3,41
666,5,7,63
434,4,7,86
128,2,2,21
562,6,4,0
370,2,2,0
524,7,6,9
442,6,6,20
204,6,1,0
226,6,0,0
234,0,1,5
674,0,5,161
355,7,7,21
252,2,7,0
334,1,7,139
197,3,7,5
411,4,4,39
160,1,7,128
204,1,7,36
222,4,5,5
692,3,4,0
294,2,0,0
190,6,7,24
579,4,5,149
603,0,3,121
602,3,3,82
334,3,0,51
120,1,0,0
631,2,6,11
671,5,1,0
65,5,2,3
496,4,7,100
324,1,6,20
217,4,2,0
705,7,4,0
453,1,2,33
611,1,0,11
5,7,4,0
237,5,0,0
189,6,0,0
462,4,4,13
415,4,3,39
75,1,6,0
359,1,3,162
421,2,4,70
404,7,1,0
122,2,6,11
412,4,3,51
723,6,3,59
225,0,7,5
234,1,6,8
314,6,1,6
364,5,3,7
412,7,4,19
550,0,2,40
551,3,5,1143
260,7,5,0
371,3,0,0
46,4,7,14
499,0,0,14
251,6,3,5
26,0,7,14
389,1,2,11
535,6,4,9
29,7,1,0
195,1,1,0
169,1,7,53
456,6,4,77
251,3,3,22
129,0,1,0
288,2,3,40
640,0,5,19
21,6,5,11
41,0,7,378
516,6,3,0
193,1,3,61
359,4,6,318
228,4,1,0
26,3,2,0
600,1,3,231
240,7,2,0
433,4,7,184
509,4,4,15
79,3,0,0
363,5,3,17
597,7,5,27
98,4,5,23
383,4,4,103
482,2,2,22
546,4,4,40
17,7,4,14
647,2,6,213
476,2,5,215
622,1,1,0
322,2,0,0
41,6,7,0
497,1,0,8
93,0,4,83
662,1,5,376
616,7,2,0
18,4,5,276
494,6,3,0
272,4,2,0
713,1,5,22
180,0,3,12
8,0,2,14
588,4,5,17
96,7,2,0
730,3,5,399
257,3,6,116
71,4,2,0
374,5,6,7
571,1,3,268
558,7,3,0
439,4,7,0
362,5,3,7
622,6,2,11
564,2,2,58
419,3,3,0
726,0,7,2137
0,6,2,0
117,7,0,0
105,5,3,0
333,4,6,238
167,7,4,11
713,7,0,0
488,2,1,0
307,6,3,6
646,3,7,116
567,4,6,168
713,2,4,0
261,2,5,94
44,4,0,14
14,1,3,109
517,3,0,0
632,3,7,19
248,4,4,0
515,6,2,0
292,7,0,0
227,2,1,0
386,3,2,18
728,7,3,36
99,5,4,0
169,1,2,15
554,2,1,0
569,2,5,100
455,5,1,0
82,5,5,184
284,4,0,0
161,7,5,7
193,5,5,81
442,4,2,0
332,1,0,0
631,4,0,0
236,5,5,64
633,2,3,0
297,2,3,0
352,3,1,6
642,1,3,134
597,3,0,17
584,5,7,0
726,6,0,0
726,5,4,531
280,4,7,9
235,1,0,5
497,7,1,0
18,7,6,74
201,0,2,0
109,2,6,20
362,6,1,0
341,7,7,0
663,2,7,470
410,0,5,195
211,2,5,174
92,4,1,38
412,4,1,24
500,5,6,340
594,7,5,10
429,6,7,75
658,4,4,0
576,7,7,10
626,1,5,146
556,0,1,0
286,4,4,70
395,6,7,11
142,1,1,0
331,2,4,71
492,7,5,0
238,6,1,0
185,5,0,0
610,7,4,0
450,3,6,40
211,5,6,154
23,2,5,33
656,5,7,0
634,5,0,0
20,7,7,36
331,3,2,10
264,5,5,52
157,0,6,69
653,0,0,0
433,3,2,33
232,1,0,0
583,0,2,17
338,4,2,0
369,2,2,0
482,7,4,8
135,4,3,11
555,5,4,10
329,5,6,93
532,0,4,31
206,7,5,0
591,1,7,230
484,3,4,59
247,3,6,0
436,5,2,25
580,7,1,0
151,2,1,0
441,5,5,8
411,3,2,19
511,7,7,0
724,7,5,23
216,2,2,16
515,7,2,0
236,5,4,8
277,7,0,0
336,1,5,260
447,7,4,13
442,6,4,0
295,3,4,19
477,2,5,268
664,3,2,102
388,4,1,23
545,0,4,89
716,3,6,147
448,4,1,0
518,2,5,167
15,5,7,5
561,1,2,0
337,3,6,206
714,5,0,0
325,4,6,20
167,5,6,98
404,1,3,126
431,7,1,0
269,0,5,9
333,5,3,6
542,4,1,0
140,5,7,21
632,7,4,0
577,3,5,494
114,4,0,0
660,3,5,31
21,3,2,3
133,4,5,163
58,4,4,154
31,6,4,3
231,0,3,42
284,1,4,32
300,7,0,0
724,4,7,567
104,6,4,4
494,3,5,123
438,7,5,0
183,4,6,15
302,2,1,0
401,7,4,7
93,5,0,32
726,1,4,486
564,5,5,16
521,3,6,167
250,3,2,0
16,7,6,3
576,0,0,17
380,7,1,0
5,1,2,0
179,5,2,0
145,7,1,0
691,1,1,0
360,3,7,50
524,0,2,38
331,4,1,20
394,0,5,0
320,0,7,6
697,4,4,43
162,1,6,377
426,7,5,19
207,7,3,8
601,0,5,167
295,6,3,0
266,1,4,5
161,6,7,11
423,7,7,19
229,1,7,8
527,5,4,38
315,5,2,0
72,3,6,73
184,6,4,0
630,6,5,11
122,6,3,0
702,5,7,22
187,5,0,0
473,5,3,0
511,7,3,0
243,5,2,5
123,3,5,21
514,1,1,0
492,2,3,64
574,7,7,10
439,4,6,25
383,2,5,675
29,4,5,0
437,0,1,0
290,0,7,0
642,2,5,116
154,1,2,151
385,3,3,30
109,4,1,13
336,2,2,48
367,1,1,7
247,5,1,0
302,0,3,83
367,2,6,11
260,1,5,72
116,1,6,56
294,4,3,236
318,4,1,0
717,5,7,43
685,1,6,41
349,1,5,125
297,2,5,0
259,1,4,22
137,1,7,163
185,1,4,7
434,7,5,8
473,5,6,21
389,6,0,0
597,1,0,0
515,0,1,0
653,4,5,102
145,1,2,11
